newacct_no,tenure,effc_strt_date,effc_end_date,contract_month,ce_expiry,secured_revenue,bandwidth,term_reas_code,complaint_cnt,with_phone_service,churn
94255122.001.000070272,43,2016-08-01,2018-07-31,24,-18,408,100M,0,0,0,1
92136597.001.000090142,9,2018-11-01,2020-10-31,24,9,396,100M,0,0,1,0
74621780.001.000017877,160,2018-03-15,2020-03-14,24,1,183,100M,0,0,1,0
73507774.001.000012731,164,2019-11-01,2021-10-31,24,21,160,100M,0,0,1,0
95591228.001.000088110,13,2018-03-29,2020-03-28,24,-8,202,100M,0,0,0,1
70805114.001.000083004,25,2019-04-05,2021-04-04,24,14,1703,100M,0,0,1,0
94024049.001.000067083,53,2017-10-01,2019-09-30,24,-4,900,10M,0,0,0,1
95865630.001.000091228,7,2018-10-02,2021-01-10,36,20,175,500M (FTTO),0,0,0,0
73745390.001.000013799,151,2019-03-01,2021-02-28,24,13,208,100M,0,0,1,0
78887817.001.000079795,34,2018-07-22,2020-07-21,24,5,814,100M,0,0,1,0
95499067.001.000087132,22,2018-01-03,2020-02-01,24,-1,140,100M,0,0,0,0
94281276.001.000070591,51,2018-09-01,2020-08-31,24,7,2648,100M (FTTO),0,0,1,0
91370379.001.000050603,108,2019-12-21,2021-12-20,24,22,100,100M,0,0,1,0
74727116.001.000064474,66,2019-01-25,2021-02-24,25,12,160,100M,0,0,1,0
91189902.001.000045389,118,2019-10-01,2021-09-30,24,20,178,30M,0,0,1,0
94983418.001.000081465,27,2018-11-16,2020-11-15,24,9,90,100M,0,0,0,0
91339234.002.000077384,21,2019-06-08,2022-07-05,35,27,138,100M,0,0,1,0
94587458.001.000075320,34,2019-09-30,2021-09-29,24,20,228,100M,0,0,0,0
90376443.001.000030120,129,2019-01-22,2021-01-21,24,11,538,100M (FTTO),0,0,1,0
75178533.001.000020724,133,2018-08-01,2020-07-31,24,6,178,30M,0,0,1,0
93843621.001.000080788,20,2018-09-26,2020-09-25,24,7,160,100M,0,0,0,0
90943036.001.000072921,49,2019-04-29,2021-04-28,24,15,354,100M,0,0,1,0
70968276.001.000003505,188,2018-04-22,2020-04-21,24,2,140,100M (FTTO),0,0,1,0
93363281.001.000082590,15,2019-02-03,2021-02-02,24,12,2878,100M,0,0,1,0
94360757.001.000072187,40,2018-12-29,2020-12-28,24,11,198,100M,0,0,1,0
95147013.001.000083073,21,2019-03-28,2021-03-27,24,14,140,100M,0,0,0,0
92655083.001.000058520,93,2019-08-01,2021-07-31,24,18,210,30M,0,0,1,0
72518525.001.000009710,166,2018-12-04,2020-03-12,24,10,178,30M,0,0,0,0
94556180.001.000074876,46,2019-10-05,2021-04-10,24,20,230,100M,0,0,0,0
94882958.001.000080065,34,2018-08-10,2020-09-08,24,6,132,100M,0,0,0,0
91516955.001.000052647,114,2018-06-01,2020-05-31,24,4,928,10M,0,0,0,0
90988205.001.000058381,97,2019-06-26,2021-06-25,24,16,1210,100M (FTTO),0,0,1,0
92724707.001.000083810,15,2019-10-28,2021-10-27,24,21,274,100M (FTTO),0,0,1,0
91874008.001.000055086,89,2018-11-13,2020-12-11,24,9,163,10M,0,0,1,0
79012290.001.000083592,11,2019-05-09,2021-08-05,24,15,514,100M,0,0,0,0
90331331.001.000073138,35,2019-04-16,2021-04-15,24,14,1615,100M,0,0,1,0
95367835.001.000085526,17,2019-09-12,2021-11-09,24,19,163,10M,0,0,0,0
71914931.001.000006998,193,2019-06-01,2021-05-31,24,16,178,100M (FTTO),0,0,1,0
95078200.001.000082347,32,2017-04-10,2020-09-04,36,2,7500,1000M (FTTO),0,0,0,0
96003041.001.000092335,12,2018-12-18,2020-12-17,24,10,198,1000M (FTTO),0,0,0,0
90317314.001.000057070,89,2017-04-26,2019-06-25,26,-8,270,100M,0,0,1,1
94489788.001.000085729,10,2019-09-22,2021-09-21,24,19,180,100M,0,0,0,0
90873761.001.000037425,112,2019-07-08,2021-07-07,24,17,198,100M,0,0,1,0
75359117.002.000058329,83,2019-07-23,2021-07-22,24,17,203,10M,0,0,0,0
75028845.002.000059449,96,2020-01-09,2021-08-01,12,11,1135,BELOW 10M,0,0,1,0
72886393.003.000044674,99,2018-03-01,2020-02-29,24,1,172,10M,0,1,1,0
73238644.001.000011679,169,2019-09-23,2021-09-22,24,19,798,10M,0,0,1,0
93945509.001.000066070,68,2019-04-19,2021-05-18,25,15,254,30M,0,0,0,0
75194720.001.000020790,155,2019-09-21,2021-09-20,24,19,198,100M,0,0,1,0
94132347.001.000068469,58,2018-07-31,2022-02-27,43,25,136,100M,0,0,0,0
90837667.001.000076355,39,2017-11-06,2019-05-11,24,-3,145,100M,0,0,0,1
94628963.001.000076046,33,2018-09-18,2021-11-17,38,21,440,300M (FTTO),0,0,0,0
92534718.001.000058057,84,2017-05-01,2019-04-30,24,-9,178,100M,0,0,0,1
94735743.001.000077829,39,2018-04-01,2020-03-31,24,2,138,100M,0,0,0,0
75654293.001.000023230,126,2019-08-21,2021-08-20,24,18,300,100M,0,0,1,0
92356757.001.000057358,83,2018-06-01,2021-05-31,36,16,168,10M,0,0,1,0
93574929.001.000062015,80,2019-10-23,2020-10-22,12,8,282,30M,0,0,1,0
74297417.001.000016314,147,2019-01-22,2021-01-21,24,11,178,100M (FTTO),0,0,0,0
74501313.001.000017240,145,2017-12-28,2020-06-27,30,5,147,100M,0,0,1,0
90152299.001.000028782,127,2019-02-11,2021-10-02,24,12,541,100M,0,0,1,0
93948529.001.000066106,75,2019-07-17,2021-08-16,25,18,170,100M (FTTO),0,0,1,0
91833202.001.000085627,7,2019-11-17,2021-11-16,24,21,425,100M,0,0,1,0
90231945.001.000078066,22,2018-03-29,2020-03-28,24,2,738,100M,0,0,1,0
94146644.002.000092613,5,2019-01-04,2021-03-07,30,17,250,100M (FTTO),0,0,0,0
73430563.001.000012354,164,2019-01-20,2021-01-19,24,11,250,100M (FTTO),0,0,0,0
94662624.001.000076580,45,2017-12-09,2019-08-12,24,-2,138,100M (FTTO),0,0,0,1
94430402.001.000073259,46,2015-05-04,2017-03-05,24,-33,188,100M,0,0,0,1
75704718.001.000058379,81,2019-06-01,2021-05-31,24,16,378,30M,0,0,0,0
74710864.001.000018403,153,2018-02-22,2020-02-21,24,0,140,30M,0,0,1,0
92671403.001.000058581,89,2019-06-01,2020-05-31,12,4,2680,100M (FTTO),0,0,0,0
93854610.001.000064607,74,2018-12-01,2020-11-30,24,10,180,100M,0,0,1,0
95006623.001.000081699,29,2018-12-13,2020-12-12,24,10,528,100M,0,0,0,0
96180005.001.000093700,3,2019-04-10,2021-09-04,24,14,168,100M (FTTO),0,0,0,0
94586260.002.000078454,32,2016-04-29,2018-04-28,24,-21,898,100M (FTTO),0,0,0,0
90676008.002.000038091,102,2019-07-01,2021-06-30,24,17,163,10M,0,0,1,0
74617796.001.000017848,160,2019-08-29,2021-08-28,24,19,260,100M,0,0,0,0
95241659.001.000084000,30,2019-06-01,2021-05-31,24,16,168,100M,0,0,0,0
95622171.001.000088427,13,2018-04-26,2020-04-25,24,2,138,100M,0,0,0,0
95274825.002.000093458,7,2019-03-27,2021-03-26,24,14,188,1000M (FTTO),0,0,0,0
95166203.001.000083241,26,2017-04-13,2019-12-04,24,-19,90,100M,0,0,0,1
95371639.001.000085573,7,2019-09-19,2021-09-18,24,19,250,100M,0,0,0,0
94923919.001.000080651,27,2019-10-31,2022-10-30,36,33,380,100M,0,0,0,0
94261617.002.000081335,30,2019-01-11,2021-10-01,24,11,100,100M (FTTO),0,0,0,0
95577110.001.000087908,8,2018-03-16,2020-03-15,24,1,158,100M,0,0,0,0
96228432.001.000094135,7,2019-05-10,2021-09-05,24,15,228,1000M (FTTO),0,0,0,0
90447772.001.000051437,103,2019-07-20,2022-04-19,33,26,300,100M,0,0,1,0
90874165.001.000073536,54,2019-05-15,2021-05-14,24,15,145,100M,0,0,1,0
95176582.001.000083359,22,2017-04-22,2019-10-21,30,-4,148,100M,0,0,0,1
95734141.001.000089939,17,2018-07-17,2020-07-16,24,5,105,100M,0,0,0,0
95917043.001.000091641,5,2018-11-02,2020-01-11,24,9,180,100M,0,0,0,0
94633096.001.000076095,49,2019-12-01,2021-11-30,24,22,354,100M,0,0,0,0
94304961.001.000086485,15,2019-12-07,2021-06-12,24,22,409,100M (FTTO),0,0,0,0
94617321.001.000075844,46,2019-11-01,2021-10-31,24,21,138,100M,0,0,0,0
91244376.001.000047239,107,2019-06-01,2021-05-31,24,16,173,100M,0,0,1,0
73865842.001.000014448,171,2019-08-22,2021-08-21,24,18,172,10M,0,0,1,0
93905206.001.000081334,37,2019-02-01,2021-01-31,24,12,599,100M,0,0,1,0
95638722.001.000065779,68,2019-08-01,2021-07-31,24,18,683,1000M (FTTO),0,0,0,0
95094454.001.000082488,32,2019-03-05,2021-04-03,24,13,90,100M,0,0,0,0
94411709.001.000073074,38,2019-06-03,2021-02-06,24,16,250,100M (FTTO),0,0,0,0
93426435.001.000061235,74,2018-05-09,2020-08-05,24,3,198,100M,0,0,1,0
90604521.001.000057774,90,2018-07-10,2020-09-07,24,5,535,100M,0,1,1,0
74128026.001.000015502,168,2018-11-22,2020-11-21,24,9,163,100M,0,0,1,0
94833613.001.000079339,29,2018-09-01,2020-08-31,24,7,160,100M,0,0,0,0
75999011.001.000025127,127,2019-01-07,2021-06-01,24,11,140,100M,0,0,1,0
94407152.001.000072925,54,2019-03-28,2021-03-27,24,14,90,100M,0,0,0,0
72344518.001.000008905,179,2018-07-25,2020-07-24,24,5,150,100M,0,1,0,0
94010865.001.000066947,72,2019-07-01,2021-06-30,24,17,140,100M (FTTO),0,0,1,0
96262399.001.000094430,5,2019-06-04,2021-03-06,24,16,188,1000M (FTTO),0,0,0,0
90133075.002.000034456,104,2017-04-12,2019-11-04,24,-10,332,100M,0,0,1,1
73820573.001.000014194,165,2019-10-01,2021-09-30,24,20,178,100M,0,0,1,0
71622146.001.000005575,182,2019-08-01,2021-07-31,24,18,208,100M,0,0,1,0
90871609.001.000037389,116,2019-07-27,2021-07-26,24,18,190,100M (FTTO),0,0,1,0
90407750.001.000086288,8,2017-11-08,2019-07-11,24,-3,218,100M,0,0,1,1
94338688.001.000071857,41,2016-08-03,2018-02-08,24,-32,150,30M,0,0,1,1
93824381.001.000087276,10,2020-02-01,2022-01-31,24,24,204,100M,0,0,1,0
95182689.001.000083406,32,2018-04-21,2021-04-20,36,14,90,100M,0,0,0,0
71309637.001.000082832,18,2018-08-28,2021-04-27,32,15,1076,100M,0,0,0,0
74827411.001.000018896,143,2018-03-05,2020-04-03,24,1,128,30M,0,0,0,0
94637576.001.000076226,31,2019-11-12,2021-11-11,24,21,408,500M (FTTO),0,0,0,0
93707123.001.000062751,79,2019-03-20,2021-03-19,24,13,223,100M,0,0,1,0
75942292.001.000024795,126,2019-01-08,2021-07-01,24,11,188,100M,0,0,1,0
75126516.001.000020414,133,2019-11-29,2021-11-28,24,22,170,30M,0,1,1,0
75015255.002.000071538,41,2018-11-06,2020-05-11,24,9,358,100M (FTTO),0,0,0,0
91438614.002.000056849,106,2019-03-15,2021-03-14,24,13,163,100M,0,0,0,0
94711843.001.000077466,26,2019-11-13,2021-12-11,24,21,688,100M,0,0,0,0
75927988.001.000024711,139,2019-06-10,2021-09-06,24,16,280,100M,0,0,1,0
93865731.001.000064815,65,2018-06-07,2020-06-06,24,4,648,10M,0,0,1,0
94794112.001.000079714,22,2019-07-14,2020-07-13,12,5,160,100M (FTTO),0,0,0,0
94884582.001.000080103,33,2018-08-17,2020-08-16,24,6,1200,1000M (FTTO),0,0,0,0
90607946.001.000032340,120,2019-08-01,2021-07-31,24,18,163,10M,0,0,0,0
93701613.001.000062701,70,2019-02-01,2021-01-31,24,12,136,10M,0,0,0,0
94039930.001.000067294,57,2019-10-23,2021-10-22,24,20,140,30M,0,0,1,0
94415429.001.000084473,18,2019-07-19,2021-07-18,24,17,1700,100M,0,0,0,0
93316511.001.000060735,87,2016-03-28,2018-03-27,24,-22,243,30M,0,0,0,1
94819109.001.000079066,31,2018-06-02,2020-01-06,24,4,108,100M,0,0,0,0
73670085.001.000013419,155,2018-09-22,2022-01-21,40,23,166,100M (FTTO),0,0,1,0
95605739.002.000090556,12,2018-09-03,2020-02-09,24,7,130,10M,0,0,0,0
95184842.001.000083432,30,2017-04-29,2019-04-28,24,-15,178,100M,0,0,0,0
90221193.002.000069123,45,2017-04-29,2021-01-28,45,12,160,100M (FTTO),0,0,0,0
93633055.001.000062331,85,2018-08-28,2020-08-27,24,7,338,100M,0,0,1,0
93272805.003.000074897,42,2018-03-07,2020-06-03,24,1,1500,100M,0,1,0,0
94929288.001.000080723,38,2018-09-28,2020-09-27,24,8,90,100M,0,0,0,0
93971489.001.000085170,6,2019-08-01,2021-07-31,24,18,290,100M (FTTO),0,1,0,0
94654258.001.000076446,39,2019-07-03,2021-02-12,29,22,100,100M,0,0,0,0
90356551.001.000030017,125,2019-01-21,2021-01-20,24,11,100,100M (FTTO),0,0,0,0
95278743.001.000084390,21,2019-02-08,2021-07-02,24,12,13300,100M (FTTO),0,0,0,0
95784989.001.000090498,6,2018-08-21,2020-08-20,24,-6,150,100M,0,0,0,1
96058268.001.000092765,7,2019-01-14,2021-01-13,24,11,128,100M,0,0,0,0
94552296.001.000075245,35,2019-09-24,2021-09-23,24,19,200,100M,0,0,0,0
94251121.001.000079771,26,2018-08-01,2020-07-31,24,6,684,100M (FTTO),0,0,0,0
90641143.001.000032660,126,2019-05-23,2021-05-22,24,15,173,100M (FTTO),0,0,1,0
95408225.001.000085957,11,2019-11-09,2021-08-11,24,21,105,100M,0,0,0,0
95056651.001.000082136,15,2019-01-26,2021-01-25,24,11,160,30M,0,0,0,0
94647146.001.000076336,39,2019-11-01,2020-02-29,4,1,658,100M,0,0,0,0
91696906.004.000087289,21,2019-11-13,2022-12-01,26,23,198,100M,0,0,1,0
94673563.001.000076795,25,2019-12-21,2021-12-20,24,22,124,100M (FTTO),0,0,0,0
73081226.001.000067306,66,2019-10-25,2021-10-24,24,20,3370,30M,0,0,0,0
94844875.001.000079521,21,2018-06-28,2020-06-27,24,5,108,100M (FTTO),0,0,0,0
71831325.001.000006567,192,2018-12-18,2020-12-17,24,10,318,100M,0,0,0,0
72345200.001.000008913,170,2019-07-30,2021-08-29,25,19,252,100M,0,0,1,0
93133254.001.000060093,83,2019-12-01,2021-11-30,24,22,254,30M,0,0,1,0
94706173.001.000077387,33,2019-12-30,2021-12-29,24,23,188,50M,0,0,0,0
94977097.001.000081388,14,2019-01-06,2021-05-01,24,11,3000,100M (FTTO),0,0,0,0
90327248.001.000029868,112,2018-11-27,2020-11-26,24,10,141,10M,0,0,1,0
95135612.001.000082926,26,2017-08-15,2020-08-14,36,6,2000,100M,0,0,0,0
72698418.001.000015021,156,2020-01-31,2022-01-30,24,24,769,10M,0,1,1,0
71771653.001.000006286,192,2018-09-20,2020-09-19,24,7,152,10M,0,0,1,0
95388294.001.000085740,19,2019-06-29,2021-12-28,30,23,140,100M (FTTO),0,0,0,0
95232898.001.000084012,18,2017-06-09,2019-08-06,24,-8,178,100M,0,0,0,1
93335479.001.000060817,87,2017-02-25,2020-02-24,36,0,169,30M,0,0,1,0
95474169.001.000086878,6,2017-12-08,2019-07-12,24,-2,140,100M,0,0,0,1
90006594.001.000075236,40,2019-09-13,2021-12-09,24,19,316,30M,0,0,1,0
91651307.001.000054054,106,2018-09-26,2020-09-25,24,7,354,100M,0,0,1,0
94585064.001.000075277,41,2019-10-29,2021-10-28,24,21,194,100M (FTTO),0,0,0,0
74239682.002.000063701,63,2019-01-01,2019-01-31,1,-12,288,100M,0,0,1,1
90516816.001.000031157,109,2019-03-30,2021-03-29,24,14,290,10M,0,0,0,0
91563627.001.000053003,104,2018-03-01,2020-02-29,24,1,268,100M,0,0,0,0
92513829.001.000057950,87,2016-03-01,2018-02-28,24,-23,598,10M,0,0,0,0
95867545.001.000091245,7,2018-10-08,2020-07-10,24,8,208,100M (FTTO),0,0,0,0
90728601.001.000068136,69,2019-12-01,2021-11-30,24,22,432,100M,0,0,1,0
91979823.001.000055651,87,2018-11-16,2020-11-15,24,9,136,10M,0,0,1,0
96158977.001.000093552,8,2019-04-23,2021-04-22,24,14,108,100M,0,0,0,0
95446209.001.000086529,10,2019-11-16,2021-11-15,24,21,140,100M (FTTO),0,0,0,0
92916519.001.000087244,1,2018-03-29,2020-03-28,24,2,2101,100M,0,0,1,0
96180674.001.000093709,7,2019-04-26,2021-04-25,24,14,158,100M,0,0,0,0
95237251.001.000083968,29,2019-12-14,2021-12-13,24,22,618,1000M (FTTO),0,0,0,0
75613935.001.000023019,143,2017-05-31,2019-05-30,24,-8,2850,100M,2,0,1,1
95401295.001.000085910,2,2018-06-16,2020-06-15,24,4,90,100M,0,0,0,0
95259156.001.000084202,21,2017-07-21,2019-07-20,24,-7,198,100M (FTTO),0,0,0,1
90240581.001.000030418,110,2016-11-26,2018-11-25,24,-15,2352,30M,0,0,1,1
94701489.001.000077311,23,2018-02-17,2020-02-16,24,0,178,100M (FTTO),0,0,0,0
94086303.001.000067974,69,2017-12-01,2019-11-30,24,-2,265,30M,0,0,0,1
71583769.001.000005329,183,2019-01-08,2021-07-01,24,11,218,30M,0,0,1,0
91507319.001.000052543,92,2017-04-27,2020-06-26,38,5,1760,30M,0,0,1,0
75123836.002.000033862,119,2019-06-13,2021-12-06,24,16,163,10M,0,0,1,0
95216313.001.000083762,13,2017-05-27,2020-05-26,36,4,198,100M (FTTO),0,0,0,0
90610676.001.000032368,109,2017-06-01,2019-05-31,24,-8,306,10M,0,1,1,1
92070887.001.000056140,102,2019-05-02,2021-01-05,24,15,216,10M,0,0,1,0
95580288.001.000087981,6,2018-06-16,2021-03-15,33,13,2850,100M,0,0,0,0
91447607.001.000051630,108,2018-06-03,2021-02-04,34,14,350,10M,0,0,1,0
95409355.001.000085977,10,2019-01-21,2021-10-20,33,20,160,100M,0,0,0,0
95368023.001.000085535,16,2019-10-06,2021-05-10,24,20,248,100M,0,0,0,0
95252508.001.000084137,16,2019-06-28,2021-06-27,24,17,120,10M,0,0,0,0
94805504.001.000078883,22,2018-05-30,2020-05-29,24,4,140,100M (FTTO),0,1,0,0
96084561.001.000093098,4,2019-02-11,2021-10-02,24,12,228,1000M (FTTO),0,0,0,0
94437266.002.000079762,28,2018-07-22,2020-07-21,24,5,534,10M,0,0,0,0
73857690.002.000084031,9,2019-07-29,2021-07-28,24,18,535,100M,0,0,1,0
93467116.001.000083389,30,2019-11-22,2021-11-21,24,21,1059,100M,0,0,1,0
94462678.001.000073689,44,2019-03-15,2021-06-14,27,16,178,100M,0,0,0,0
90286543.001.000029657,114,2009-02-25,2011-02-24,24,-108,198,BELOW 10M,0,0,0,0
95154324.001.000083140,31,2019-04-22,2021-04-21,24,14,130,100M,0,0,0,0
93285781.001.000088171,6,2018-06-04,2020-03-06,24,4,756,100M,0,0,0,0
94883485.001.000080074,35,2018-08-04,2020-03-08,24,6,140,100M (FTTO),0,0,0,0
93829778.002.000067432,71,2017-11-01,2019-10-31,24,-3,169,10M,0,0,1,1
75161836.001.000064641,66,2019-04-22,2021-04-21,24,14,2160,100M,0,0,1,0
96082680.001.000092961,1,2019-03-26,2021-03-25,24,13,90,100M (FTTO),0,0,0,0
94936481.001.000080808,25,2019-01-15,2021-01-14,24,11,228,100M,0,0,0,0
94831435.001.000079259,22,2018-06-15,2020-06-14,24,4,90,100M,0,0,0,0
95136594.007.000089013,8,2018-06-05,2021-04-06,36,16,260,100M,0,0,0,0
90928862.002.000039945,102,2019-06-21,2021-06-20,24,16,358,30M,0,0,0,0
95517280.001.000087263,18,2020-01-20,2022-01-19,24,23,298,300M (FTTO),0,0,0,0
91864215.002.000082000,25,2019-02-27,2021-02-26,24,13,140,100M,0,0,1,0
94075686.001.000067838,52,2018-01-19,2021-01-18,36,11,288,100M,0,0,0,0
94795176.001.000078747,38,2018-08-03,2020-02-08,24,6,157,100M,0,0,0,0
73756728.001.000013880,167,2018-08-25,2020-08-24,24,6,304,100M,0,0,1,0
90430554.001.000030420,122,2020-01-23,2022-01-22,24,23,250,30M,0,0,0,0
94036605.001.000067238,62,2019-08-01,2021-07-31,24,18,250,100M,0,0,1,0
91268920.002.000053849,93,2019-12-01,2021-11-30,24,22,2818,100M,0,0,0,0
94539863.001.000074672,49,2019-09-09,2021-08-09,24,19,2150,100M,0,0,0,0
93822682.001.000064115,63,2019-04-01,2021-03-31,24,14,250,100M,0,0,0,0
94486800.001.000074010,42,2019-08-01,2021-07-31,24,18,340,100M,0,0,0,0
94413531.001.000073012,35,2015-03-24,2017-03-23,24,-35,178,100M (FTTO),0,0,0,1
75656587.001.000023242,132,2019-09-01,2021-08-31,24,19,158,10M,0,0,1,0
70440227.001.000002102,214,2018-02-12,2020-11-02,24,0,391,100M,0,0,1,0
94400603.001.000072782,34,2019-03-15,2021-03-14,24,13,278,10M,0,0,0,0
91759860.001.000054555,104,2018-04-01,2020-03-31,24,2,140,100M,0,0,1,0
94408911.001.000079176,39,2018-06-14,2020-06-13,24,4,204,100M,0,0,0,0
94620697.001.000093598,8,2019-04-02,2021-01-04,24,14,2390,10M,0,0,0,0
95049557.001.000082061,22,2019-03-15,2021-03-14,24,13,198,100M (FTTO),0,0,0,0
78287828.001.000027598,121,2018-06-15,2020-06-14,24,4,170,100M (FTTO),0,0,1,0
95495610.001.000087103,12,2019-12-27,2021-12-26,24,23,140,100M,0,0,0,0
95656401.001.000088871,19,2018-06-11,2020-10-06,24,4,90,100M,0,0,0,0
93885457.002.000081494,29,2018-11-01,2020-10-31,24,9,250,100M,0,0,0,0
94137544.001.000068564,58,2016-03-14,2018-03-13,24,-23,152,100M,0,0,0,1
73891061.001.000014552,149,2016-11-01,2018-10-31,24,-15,160,30M,0,0,0,1
94382165.001.000072473,43,2015-02-09,2017-08-02,24,-41,606,100M (FTTO),0,0,1,1
76430214.001.000025849,136,2015-11-07,2017-06-11,24,-27,232,100M,0,0,0,1
95782991.001.000090463,13,2018-08-18,2020-08-17,24,6,290,500M (FTTO),0,0,0,0
94848314.001.000079558,37,2018-07-04,2020-03-07,24,5,108,100M,0,0,0,0
74953035.001.000088268,11,2018-06-07,2020-06-06,24,4,230,100M (FTTO),0,0,1,0
94961372.001.000081200,34,2018-11-03,2020-02-11,24,9,221,10M,0,0,0,0
72380918.001.000009163,183,2019-11-23,2021-11-22,24,21,228,300M (FTTO),0,0,0,0
94861739.001.000079735,23,2018-08-01,2020-07-31,24,6,2000,1000M (FTTO),0,0,0,0
95619433.001.000088370,8,2018-04-16,2020-04-15,24,2,140,100M,0,0,0,0
78987856.001.000060909,77,2018-10-18,2022-01-17,39,23,144,10M,0,0,1,0
91985010.001.000055692,88,2018-12-05,2020-04-12,24,10,160,30M,0,0,1,0
95308615.001.000084720,14,2019-08-09,2021-08-08,24,18,260,100M (FTTO),0,0,0,0
93949147.001.000078729,21,2016-05-25,2018-05-24,24,-21,10388,30M,0,0,0,1
95451076.001.000086580,25,2017-11-16,2019-11-15,24,-3,943,1000M (FTTO),0,0,0,0
91261594.001.000047988,106,2018-02-09,2020-08-02,24,0,274,100M (FTTO),0,0,1,0
93952356.001.000066205,58,2019-07-26,2021-07-25,24,17,160,30M,0,0,1,0
74563743.001.000017550,148,2017-05-13,2019-12-05,24,-9,160,30M,0,0,0,1
94691177.001.000077073,41,2018-01-18,2020-01-17,24,-1,178,100M (FTTO),0,0,0,0
77116218.001.000090284,4,2018-08-13,2020-12-08,24,6,253,100M,0,0,1,0
93236867.001.000087735,13,2018-03-05,2020-04-03,24,1,391,100M (FTTO),0,0,0,0
94849213.001.000079574,36,2018-07-05,2020-04-07,24,5,228,100M,0,0,0,0
94383510.001.000072507,44,2019-02-26,2021-02-25,24,12,178,100M,0,0,0,0
75123141.001.000082282,29,2017-02-13,2020-02-13,36,0,1600,100M (FTTO),0,0,0,0
96034624.001.000092611,10,2019-03-08,2021-07-03,24,13,95,100M,0,0,0,0
95139135.001.000082980,18,2019-02-27,2021-02-26,24,13,120,100M,0,0,0,0
93785202.001.000072745,54,2019-03-06,2021-05-03,24,13,45631,100M (FTTO),0,0,0,0
93169316.001.000060178,90,2019-09-18,2021-09-17,24,19,332,30M,0,0,1,0
75560300.004.000090715,13,2018-09-04,2020-03-09,24,7,118,100M,0,0,1,0
96158894.001.000093959,0,2019-05-21,2021-05-20,24,15,0,1000M (FTTO),0,0,0,0
95494423.001.000087084,6,2019-07-19,2022-02-18,31,24,198,100M (FTTO),0,0,0,0
93918134.001.000065587,61,2019-07-23,2021-07-22,24,17,164,100M,0,0,0,0
74048240.001.000015112,164,2019-10-18,2021-10-17,24,20,218,100M,0,1,1,0
93072114.001.000059890,79,2020-01-18,2022-01-17,24,23,257,10M,0,0,1,0
72413610.001.000009329,166,2019-09-20,2021-09-19,24,19,238,30M,0,0,1,0
93763761.001.000063311,80,2017-04-22,2021-01-21,45,11,242,10M,0,0,0,0
92693019.001.000084551,27,2019-08-17,2021-08-16,24,18,0,100M,0,0,1,0
76684471.001.000079999,30,2018-08-10,2020-09-08,24,6,276,100M,0,0,1,0
95543666.001.000087564,18,2018-02-27,2021-02-26,36,13,180,100M,0,0,0,0
94808920.001.000078917,34,2020-01-01,2021-12-31,24,23,410,1000M (FTTO),0,0,0,0
91290254.001.000048768,115,2020-01-05,2022-04-01,24,23,343,100M,0,0,1,0
94919792.001.000080564,21,2018-12-02,2020-01-12,24,10,576,100M,0,0,0,0
90705633.001.000033473,112,2019-01-07,2021-06-01,24,11,178,100M (FTTO),0,0,1,0
72030323.001.000085368,23,2019-11-03,2020-02-11,12,9,495,10M,0,0,0,0
94313657.001.000090983,5,2018-11-12,2020-11-11,24,9,338,100M,0,0,1,0
90641267.001.000032665,107,2018-03-02,2020-02-29,24,1,163,100M,0,0,1,0
75174888.003.000053910,96,2018-09-01,2020-08-31,24,7,580,10M,0,0,1,0
95129524.001.000082871,11,2019-03-16,2021-03-15,24,13,268,30M,0,0,0,0
94636396.001.000076163,28,2019-10-03,2021-02-10,24,20,138,100M (FTTO),0,0,0,0
94713989.001.000077518,26,2019-03-23,2022-04-22,37,26,165,100M,0,0,0,0
90991811.001.000083874,24,2019-06-05,2021-04-06,24,16,222,100M (FTTO),0,0,1,0
96296892.001.000094802,2,2019-08-05,2022-04-08,36,30,1292,1000M (FTTO),0,0,0,0
75812990.001.000086014,7,2019-10-26,2021-10-25,24,20,102,100M (FTTO),0,0,0,0
75686915.002.000077998,45,2017-04-06,2020-05-04,36,2,286,100M (FTTO),0,0,1,0
95206983.001.000090982,9,2018-09-26,2020-09-25,24,7,252,100M,0,0,0,0
90871658.003.000049643,94,2018-04-03,2020-02-04,24,2,198,100M,0,0,0,0
74275397.001.000016209,162,2017-10-30,2019-10-29,24,-3,156,100M,0,0,1,1
76963610.002.000039494,119,2019-11-15,2021-11-14,24,21,508,100M,0,0,1,0
74199803.001.000015854,153,2018-08-20,2020-08-19,24,6,165,100M,0,0,1,0
94172038.001.000069134,47,2017-11-07,2020-06-05,30,3,178,100M,0,0,0,0
94992237.001.000081571,31,2018-11-01,2020-10-31,24,9,250,100M,0,0,0,0
94668456.001.000076677,32,2019-12-23,2021-12-22,24,22,168,100M,0,0,0,0
93864866.001.000064791,75,2017-05-01,2019-04-30,24,-9,898,100M (FTTO),2,0,1,1
95147534.001.000085892,16,2019-09-26,2021-09-25,24,19,155,100M (FTTO),0,0,0,0
